,date,tavg,tmin,tmax,prcp,wdir,wspd,pres
470,2024-12-08,36.7,33.1,39.0,0.039,260.0,3.9,1022.0
471,2024-12-09,34.0,32.0,36.0,0.06266666666666666,284.0,2.7,1032.0
472,2024-12-10,34.7,32.0,37.0,0.08633333333333333,357.0,0.9,1033.1
473,2024-12-11,33.8,28.0,41.0,0.10999999999999999,8.0,0.8,1023.0999999999999
474,2024-12-12,31.6,26.1,36.0,0.13366666666666666,357.0,0.3,1013.1
475,2024-12-13,35.4,30.9,39.9,0.15733333333333333,14.0,1.7,1012.2
476,2024-12-14,44.4,39.9,51.1,0.181,225.0,4.8,1008.5
477,2024-12-15,37.4,32.0,42.1,0.13,234.0,7.1,1020.6
478,2024-12-16,34.5,32.0,36.0,0.177,0.0,1.2,1018.1
479,2024-12-17,36.9,35.1,41.0,0.339,18.0,1.5,1022.9
480,2024-12-18,46.6,36.0,52.0,0.185,217.0,12.6,1018.5
481,2024-12-19,38.1,32.0,44.1,0.008,7.0,1.0,1025.2
482,2024-12-20,37.8,33.1,43.0,0.008,15.0,1.1,1023.0
483,2024-12-21,38.7,35.1,43.0,0.26,346.0,1.2,1017.7
484,2024-12-22,41.5,37.9,45.0,0.059,358.0,1.1,1019.0
485,2024-12-23,43.0,39.0,46.9,0.106,324.0,5.2,1020.5
486,2024-12-24,42.6,39.9,46.0,0.614,300.0,4.0,1012.8
487,2024-12-25,39.4,37.0,42.1,0.016,113.0,4.9,1015.5
488,2024-12-26,41.7,36.0,46.9,0.453,161.0,10.6,1002.9
489,2024-12-27,38.1,33.1,41.0,0.087,2.0,1.6,1005.5
490,2024-12-28,43.7,39.9,48.0,0.291,236.0,7.3,1008.5
491,2024-12-29,39.0,37.0,41.0,0.76,323.0,3.3,1008.2
492,2024-12-30,36.1,32.0,39.0,0.339,279.0,4.0,1024.0
493,2024-12-31,34.7,30.9,39.0,0.008,359.0,0.7,1025.1
494,2025-01-01,33.6,30.9,35.1,0.047,11.0,0.6,1019.0
495,2025-01-02,34.5,30.0,37.0,0.087,5.0,0.6,1022.2
496,2025-01-03,35.6,34.0,37.9,0.563,2.0,0.2,1013.1
497,2025-01-04,36.9,34.0,39.9,0.157,356.0,1.2,1018.5
498,2025-01-05,38.3,37.0,39.9,0.276,9.0,1.0,1024.2
499,2025-01-06,36.5,34.0,39.9,0.0,354.0,2.5,1033.1
500,2025-01-07,35.8,35.1,37.0,0.0,356.0,0.7,1037.7
501,2025-01-08,34.2,34.0,35.1,0.071,334.0,1.7,1033.7
502,2025-01-09,34.3,32.0,36.0,0.0,5.0,1.9,1036.2
503,2025-01-10,32.5,30.9,34.0,0.063,253.0,5.1,1021.9
504,2025-01-11,33.6,30.9,42.1,0.0,340.0,1.8,1027.2
505,2025-01-12,31.3,28.0,36.0,0.0,5.0,0.9,1030.1
506,2025-01-13,34.0,30.0,37.0,0.0,306.0,2.2,1033.0
507,2025-01-14,32.5,30.0,39.9,0.0,40.0,1.9,1034.6
508,2025-01-15,32.4,28.9,39.9,0.0,28.0,1.9,1032.6
509,2025-01-16,30.0,27.0,32.0,0.0,312.0,2.5,1020.5
510,2025-01-17,26.8,19.9,33.1,0.0,354.0,0.8,1027.2
511,2025-01-18,25.3,21.9,30.0,0.0,358.0,0.1,1033.9
512,2025-01-19,26.6,19.9,34.0,0.0,359.0,0.9,1034.2
513,2025-01-20,22.8,15.1,32.0,0.0,17.0,1.2,1038.4
514,2025-01-21,26.4,21.0,35.1,0.0,354.0,0.7,1032.6
515,2025-01-22,24.8,16.0,35.1,0.0,11.0,1.0,1042.1
516,2025-01-23,26.4,19.9,33.1,0.0,309.0,1.9,1033.8
517,2025-01-24,26.8,18.0,37.0,0.0,352.0,1.4,1028.5
518,2025-01-25,25.0,17.1,37.0,0.0,0.0,0.1,1031.1
519,2025-01-26,25.2,17.1,36.0,0.0,4.0,0.6,1032.9
520,2025-01-27,25.7,19.0,36.0,0.0,358.0,0.3,1032.3
521,2025-01-28,25.2,19.0,36.0,0.0,2.0,0.2,1028.2
522,2025-01-29,26.4,19.0,39.9,0.0,2.0,0.6,1022.5
523,2025-01-30,30.9,21.9,45.0,0.0,5.0,0.5,1019.0
524,2025-01-31,39.0,33.1,44.1,0.386,118.0,7.3,1009.0
525,2025-02-01,37.6,32.0,43.0,0.0,247.0,9.8,1009.9
526,2025-02-02,34.2,32.0,39.0,0.098,292.0,4.3,1009.3
527,2025-02-03,33.1,28.9,37.0,0.031,79.0,5.1,1010.6
528,2025-02-04,24.8,19.9,28.0,0.154,89.0,5.0,1009.1
529,2025-02-05,23.7,19.9,27.0,0.146,24.0,2.7,1013.9
530,2025-02-06,27.5,23.0,33.1,0.067,360.0,0.5,1017.3
531,2025-02-07,25.7,21.9,33.1,0.0,343.0,3.3,1018.7
532,2025-02-08,25.3,21.9,30.0,0.075,34.0,2.1,1026.6
533,2025-02-09,21.6,14.0,28.9,0.0,338.0,1.4,1031.8
534,2025-02-10,16.2,6.1,28.9,0.0,15.0,2.0,1032.6
535,2025-02-11,10.4,3.9,19.0,0.0,11.0,2.3,1026.7
536,2025-02-12,10.4,3.0,23.0,0.0,10.0,1.3,1022.2
537,2025-02-13,18.9,3.9,28.9,0.0,16.0,1.9,1008.6
538,2025-02-14,26.8,26.1,28.9,0.087,289.0,3.2,1013.7
539,2025-02-15,29.3,25.0,35.1,0.063,7.0,0.8,1027.7
540,2025-02-16,31.5,28.9,34.0,0.264,30.0,1.6,1016.2
541,2025-02-17,33.8,32.0,36.0,0.035,1.0,1.3,1014.2
542,2025-02-18,35.4,33.1,39.0,0.0,352.0,0.4,1023.0
543,2025-02-19,32.9,28.0,36.0,0.193,14.0,2.1,1019.3
544,2025-02-20,34.9,34.0,37.0,0.0,243.0,3.9,1026.8
545,2025-02-21,35.4,28.0,43.0,0.0,6.0,0.6,1026.1
546,2025-02-22,42.4,36.0,46.9,0.154,71.0,4.7,1018.8
547,2025-02-23,46.0,43.0,51.1,0.591,243.0,7.2,1011.0
548,2025-02-24,43.9,36.0,51.1,0.134,166.0,5.7,1012.8
549,2025-02-25,44.6,42.1,48.0,0.035,227.0,14.0,1016.0
550,2025-02-26,42.4,33.1,55.0,0.0,25.0,2.3,1027.3
551,2025-02-27,41.9,30.9,59.0,0.0,7.0,2.6,1024.6
552,2025-02-28,43.2,30.0,62.1,0.0,10.0,1.2,1021.0
553,2025-03-01,44.4,32.0,64.0,0.0,1.0,1.4,1014.2
554,2025-03-02,43.5,32.0,55.0,0.0,341.0,3.5,1009.4
555,2025-03-03,45.1,37.9,54.0,0.0,238.0,4.2,1013.8
556,2025-03-04,42.8,34.0,52.0,0.051,1.0,3.1,1018.3
557,2025-03-05,41.2,32.0,51.1,0.0,10.0,3.0,1016.8
558,2025-03-06,39.4,28.0,54.0,0.0,359.0,2.1,1011.6
559,2025-03-07,40.3,28.0,53.1,0.0,5.0,5.3,1019.7
560,2025-03-08,45.1,35.6,57.2,0.0,47.0,5.9,1021.1
561,2025-03-09,50.9,42.1,59.0,0.0,202.0,9.9,1013.7
562,2025-03-10,45.7,37.9,52.0,0.0,245.0,8.5,1011.3
563,2025-03-11,44.4,37.9,51.1,0.016,323.0,3.4,1006.1
564,2025-03-12,40.3,35.6,46.4,0.283,98.0,6.5,1001.4
565,2025-03-13,40.1,33.3,46.2,0.055,194.0,12.7,997.6
566,2025-03-14,40.62222222222222,33.75555555555555,46.82222222222222,0.05277777777777778,199.22222222222223,12.277777777777777,999.4222222222222
567,2025-03-15,41.144444444444446,34.21111111111111,47.44444444444444,0.050555555555555555,204.44444444444446,11.855555555555554,1001.2444444444444
568,2025-03-16,41.666666666666664,34.666666666666664,48.06666666666667,0.04833333333333333,209.66666666666666,11.433333333333334,1003.0666666666667
569,2025-03-17,42.18888888888889,35.12222222222222,48.68888888888889,0.04611111111111112,214.88888888888889,11.011111111111111,1004.8888888888889
570,2025-03-18,42.71111111111111,35.577777777777776,49.31111111111111,0.043888888888888894,220.11111111111111,10.588888888888889,1006.7111111111111
571,2025-03-19,43.233333333333334,36.03333333333333,49.93333333333333,0.04166666666666667,225.33333333333334,10.166666666666666,1008.5333333333333
572,2025-03-20,43.75555555555555,36.48888888888889,50.55555555555556,0.03944444444444445,230.55555555555554,9.744444444444444,1010.3555555555556
573,2025-03-21,44.27777777777777,36.94444444444444,51.17777777777778,0.037222222222222226,235.77777777777777,9.322222222222223,1012.1777777777778
574,2025-03-22,44.8,37.4,51.8,0.035,241.0,8.9,1014.0
575,2025-03-23,46.2,39.9,55.4,0.209,190.0,8.6,1017.3
576,2025-03-24,56.3,52.0,61.0,0.0,228.0,10.4,1019.4
577,2025-03-25,59.9,48.0,73.4,0.0,16.0,3.2,1019.5
578,2025-03-26,59.7,46.4,78.1,0.0,55.0,4.7,1009.2
579,2025-03-27,53.6,46.9,59.0,0.039,344.0,6.5,1004.1
580,2025-03-28,48.6,42.1,53.6,0.252,212.0,7.6,1008.3
581,2025-03-29,46.4,39.2,55.9,0.0,244.0,3.9,1015.1
582,2025-03-30,48.6,33.1,61.0,0.0,68.0,6.0,1009.7
583,2025-03-31,46.9,39.9,53.1,0.161,169.0,6.6,1003.1
584,2025-04-01,43.3,37.4,50.0,0.02,210.0,6.1,1005.8
585,2025-04-02,44.4,39.0,51.1,0.02,264.0,4.7,1008.9
586,2025-04-03,43.3,36.0,52.0,0.016,161.0,5.6,1016.8
587,2025-04-04,44.1,32.0,57.2,0.0,23.0,3.0,1029.1
588,2025-04-05,48.0,33.1,64.4,0.0,85.0,3.7,1027.8
589,2025-04-06,53.1,35.6,71.6,0.0,24.0,2.3,1019.8
590,2025-04-07,52.2,48.0,60.8,0.417,213.0,8.3,1011.3
591,2025-04-08,49.6,42.1,59.0,0.13,215.0,10.6,1015.8
592,2025-04-09,49.5,37.9,60.1,0.02,204.0,5.3,1023.9
593,2025-04-10,56.5,37.9,71.6,0.008,339.0,4.4,1020.8
594,2025-04-11,53.2,42.1,61.0,0.004,236.0,7.5,1019.8
595,2025-04-12,46.0,37.4,55.9,0.059,262.0,8.6,1018.4
596,2025-04-13,45.1,32.0,59.0,0.0,312.0,4.1,1027.2
597,2025-04-14,50.4,34.0,64.8,0.0,52.0,3.3,1023.4
598,2025-04-15,52.9,34.5,69.6,0.0,191.0,4.9,1015.2
599,2025-04-16,51.1,41.0,62.1,0.0,355.0,9.5,1012.8
