,date,overall_score,revitalization_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
464,2023-10-23,Fair,78,79.0,60,0.0930481283422459
465,2023-10-21,Good,89,125.0,60,0.0820895522388059
466,2023-10-20,Fair,78,77.0,59,0.1067193675889328
467,2023-10-19,Fair,78,48.0,58,0.076260762607626
468,2023-10-18,Fair,75,71.0,59,0.0916496945010183
469,2023-10-17,Fair,72,38.0,61,0.0694626474442988
470,2023-10-16,Fair,72,56.0,63,0.0913348946135831
471,2023-10-15,Good,81,77.0,64,0.0696266397578203
472,2023-10-14,Poor,58,51.0,62,0.0919067215363511
473,2023-10-13,Fair,76,52.0,62,0.0780141843971631
474,2023-10-12,Fair,71,70.0,61,0.0917030567685589
475,2023-10-11,Fair,78,126.0,60,0.0927936821322803
476,2023-10-10,Fair,63,51.0,59,0.1046337817638266
477,2023-10-09,Fair,75,82.0,59,0.121025641025641
478,2023-10-08,Good,80,77.0,59,0.0983916745506149
479,2023-10-07,Fair,78,68.0,58,0.0978147762747138
480,2023-10-06,Good,83,41.0,57,0.0996978851963746
481,2023-10-05,Fair,73,71.0,57,0.0862884160756501
482,2023-10-04,Fair,74,50.0,57,0.100936524453694
483,2023-10-03,Fair,75,75.0,57,0.0760749724366041
484,2023-10-02,Good,84,135.0,58,0.0783132530120482
485,2023-09-30,Fair,77,71.0,57,0.092469018112488
486,2023-09-29,Fair,75,68.0,55,0.0848837209302325
487,2023-09-28,Fair,75,45.0,57,0.0665083135391924
488,2023-09-27,Fair,72,87.0,58,0.0874485596707819
489,2023-09-26,Fair,76,56.0,60,0.0741573033707865
490,2023-09-25,Fair,78,77.0,63,0.0643729189789123
491,2023-09-23,Fair,76,72.0,58,0.0923535253227408
492,2023-09-22,Fair,77,72.0,57,0.1181727904667328
493,2023-09-21,Fair,78,108.0,57,0.0965005302226935
494,2023-09-20,Fair,70,67.0,56,0.0964797913950456
495,2023-09-19,Fair,74,63.0,58,0.082313681868743
496,2023-09-18,Good,82,105.0,58,0.1178861788617886
497,2023-09-17,Good,88,89.0,57,0.0704355885078776
498,2023-09-16,Fair,78,88.0,58,0.0891658676893576
499,2023-09-15,Fair,78,66.0,60,0.1049210770659238
500,2023-09-14,Fair,75,82.0,62,0.1069397042093287
501,2023-09-13,Good,82,69.0,63,0.07826982492276
502,2023-09-11,Fair,73,87.0,63,0.0932117527862208
503,2023-09-10,Fair,75,88.0,62,0.08646188850967
504,2023-09-09,Good,85,61.0,63,0.0983606557377049
505,2023-09-08,Good,85,58.0,63,0.0499021526418786
506,2023-09-07,Fair,75,44.0,65,0.0698224852071005
507,2023-09-05,Good,83,109.0,61,0.0839532412327311
508,2023-09-04,Fair,77,69.0,61,0.0973036342321219
509,2023-09-03,Good,81,90.0,61,0.0756704980842911
510,2023-09-02,Good,81,64.0,61,0.0636743215031315
511,2023-09-01,Good,80,123.0,62,0.1032258064516129
512,2023-08-31,Fair,73,101.0,65,0.0743691899070385
513,2023-08-30,Good,83,81.0,65,0.0824120603015075
514,2023-08-29,Good,80,79.0,64,0.106203007518797
515,2023-08-28,Fair,62,30.0,63,0.0970245795601552
516,2023-08-27,Fair,71,60.0,61,0.0961098398169336
517,2023-08-26,Fair,75,56.0,58,0.0530565167243368
