sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
38685044603,2022-10-11T06:41:00Z,74,17,21,36,46,54,0.10543840177580466
38670303218,2022-10-10T05:59:30Z,71,16,21,34,72,53,0.08664259927797834
38507791032,2022-09-26T06:46:30Z,79,20,22,37,108,53,0.08807134894091416
38488519526,2022-09-24T08:07:00Z,79,16,22,41,36,54,0.08950617283950617
38467286556,2022-09-19T06:40:00Z,70,18,21,31,125,54,0.12216216216216216
38467286555,2022-09-17T06:26:30Z,72,17,22,33,79,54,0.08271474019088017
38467286554,2022-09-16T07:40:00Z,81,19,22,40,64,54,0.08284023668639054
38380222605,2022-09-15T07:22:30Z,79,17,21,41,93,53,0.11311311311311312
38372007442,2022-09-14T07:28:30Z,81,20,21,40,50,53,0.09929789368104312
38358435676,2022-09-13T07:11:30Z,72,17,21,34,78,53,0.1018981018981019
38299706115,2022-09-08T07:51:00Z,79,16,22,41,68,53,0.08652900688298919
38288450285,2022-09-07T07:35:00Z,77,16,22,39,73,53,0.09344115004492363
38275809388,2022-09-06T06:44:00Z,80,17,23,40,62,54,0.07085714285714285
38265617779,2022-09-05T08:00:30Z,76,19,18,39,126,54,0.10084825636192271
38253257966,2022-09-04T07:58:30Z,78,16,22,40,74,54,0.09004739336492891
38241802882,2022-09-03T06:18:30Z,71,16,19,36,41,53,0.0784313725490196
38230587863,2022-09-02T07:07:00Z,79,18,22,39,106,53,0.09475620975160993
38218532281,2022-09-01T07:20:00Z,74,16,22,36,63,53,0.07078039927404718
38211933956,2022-08-26T04:55:00Z,72,16,19,37,61,53,0.12421711899791232
38134890488,2022-08-25T04:37:00Z,71,18,20,33,85,52,0.06388526727509779
38127361139,2022-08-24T04:05:00Z,71,16,21,34,41,51,0.07682458386683738
38090978443,2022-08-21T07:24:30Z,78,17,20,41,108,51,0.09109109109109109
38080000213,2022-08-20T08:08:30Z,87,19,23,45,121,51,0.08733624454148471
38069676240,2022-08-19T07:58:30Z,79,17,22,40,91,51,0.07936507936507936
38057409225,2022-08-18T07:53:30Z,84,19,19,46,58,50,0.08496732026143791
38045581904,2022-08-17T06:44:00Z,80,19,22,39,52,52,0.08469055374592833
38028315980,2022-08-16T07:11:00Z,71,13,20,38,30,57,0.11042311661506708
